Order ID,Customer ID,Item Name,Category,Quantity,Price,Order Time,Delivery Time (min),Customer Rating,City,Restaurant,Delivery Partner
ORD1507,CUST907,Zinger Burger,Fast Food,1,24.51,2025-02-17 13:30:33,46,3.6,Dubai,Biryani Express,Zomato
ORD1508,CUST523,Zinger Burger,Fast Food,5,41.97,2025-02-21 02:59:01,29,3.9,Abu Dhabi,Al Baik,Talabat
ORD1509,CUST906,Ice Cream,Desserts,3,28.03,2025-04-16 03:28:18,48,2.6,Abu Dhabi,Eat & Drink,Deliveroo
ORD1510,CUST663,Chocolate Cake,Desserts,1,47.05,2025-04-21 21:58:01,25,2.9,Sharjah,Burger Hut,NoonFood
ORD1511,CUST760,Spring Roll,Chinese,3,50.84,2025-06-26 21:55:35,38,3.5,Sharjah,Al Baik,Talabat
ORD1512,CUST578,Cheese Bread,Bakery,2,49.69,2025-07-04 00:10:23,27,3.8,Abu Dhabi,Burger Hut,Deliveroo
ORD1513,CUST922,Butter Naan,Indian,2,55.69,2025-05-17 03:35:01,43,4.3,Abu Dhabi,Eat & Drink,Deliveroo
ORD1514,CUST194,Butter Naan,Indian,3,28.7,2025-03-08 10:54:59,45,4.7,Dubai,Jollibee,Zomato
ORD1515,CUST883,Cheese Bread,Bakery,1,55.89,2025-02-28 11:02:14,47,3.4,Dubai,Jollibee,Talabat
ORD1516,CUST829,Paneer Butter Masala,Indian,4,49.84,2025-01-17 19:33:23,35,3.5,Dubai,Jollibee,Zomato
ORD1517,CUST519,Paneer Butter Masala,Indian,5,36.26,2025-01-28 12:39:49,58,3.3,Dubai,Eat & Drink,NoonFood
ORD1518,CUST305,Chocolate Cake,Desserts,2,40.66,2025-02-20 15:08:32,55,4.2,Sharjah,Biryani Express,NoonFood
ORD1519,CUST361,Chocolate Cake,Desserts,4,58.2,2025-05-02 20:25:33,53,3.2,Dubai,Biryani Express,Talabat
ORD1520,CUST107,Manchurian,Chinese,4,33.76,2025-02-08 00:49:12,36,4.6,Sharjah,Burger Hut,NoonFood
ORD1521,CUST398,Manchurian,Chinese,5,58.85,2025-03-28 20:16:23,35,4.4,Sharjah,Al Baik,NoonFood
ORD1522,CUST484,Chicken Biryani,Indian,5,43.37,2025-04-16 17:53:28,53,4.4,Sharjah,Burger Hut,Talabat
ORD1523,CUST898,Zinger Burger,Fast Food,4,35.41,2025-06-28 16:33:30,56,3.2,Abu Dhabi,Biryani Express,Deliveroo
ORD1524,CUST784,Spring Roll,Chinese,1,47.98,2025-05-02 22:58:22,56,3.6,Sharjah,Burger Hut,Deliveroo
ORD1525,CUST467,Donut,Bakery,1,15.99,2025-03-14 03:40:04,50,4.1,Abu Dhabi,Jollibee,Zomato
ORD1526,CUST915,Manchurian,Chinese,5,54.29,2025-05-14 19:40:46,37,2.9,Sharjah,Jollibee,Zomato
ORD1527,CUST770,Fries,Fast Food,5,38.99,2025-06-02 12:31:30,38,4.0,Abu Dhabi,Eat & Drink,NoonFood
ORD1528,CUST433,Hakka Noodles,Chinese,5,10.71,2025-05-25 08:13:44,42,3.9,Sharjah,Biryani Express,Talabat
ORD1529,CUST936,Manchurian,Chinese,4,34.69,2025-06-29 02:07:00,22,4.4,Abu Dhabi,Jollibee,Zomato
ORD1530,CUST659,Cheese Bread,Bakery,4,20.65,2025-04-15 20:41:00,34,4.3,Dubai,Burger Hut,NoonFood
ORD1531,CUST516,Gulab Jamun,Desserts,5,59.09,2025-04-17 08:03:22,45,4.6,Dubai,Eat & Drink,NoonFood
ORD1532,CUST470,Chicken Biryani,Indian,5,41.17,2025-03-17 22:09:16,47,5.0,Abu Dhabi,Biryani Express,Deliveroo
ORD1533,CUST802,Spring Roll,Chinese,5,33.43,2025-06-18 03:07:09,28,3.9,Abu Dhabi,Eat & Drink,Talabat
ORD1534,CUST167,Cheese Bread,Bakery,1,54.17,2025-06-25 16:17:11,39,2.5,Sharjah,Jollibee,Zomato
ORD1535,CUST153,Paneer Butter Masala,Indian,3,18.92,2025-04-28 04:35:23,57,4.5,Abu Dhabi,Biryani Express,NoonFood
ORD1536,CUST757,Paneer Butter Masala,Indian,4,17.24,2025-02-05 05:41:40,58,2.6,Sharjah,Biryani Express,Zomato
ORD1537,CUST749,Paneer Butter Masala,Indian,4,53.95,2025-05-26 04:44:41,29,2.9,Sharjah,Al Baik,Deliveroo
ORD1538,CUST750,Chocolate Cake,Desserts,4,23.34,2025-06-02 08:10:17,24,4.8,Dubai,Al Baik,Deliveroo
ORD1539,CUST952,Chicken Biryani,Indian,3,48.78,2025-04-24 09:10:04,51,3.4,Dubai,Jollibee,NoonFood
ORD1540,CUST627,Chicken Nuggets,Fast Food,3,26.11,2025-02-23 08:36:41,25,2.8,Dubai,Eat & Drink,Talabat
ORD1541,CUST405,Cheese Bread,Bakery,3,46.96,2025-02-09 11:42:48,44,2.9,Abu Dhabi,Biryani Express,Zomato
ORD1542,CUST869,Spring Roll,Chinese,5,32.89,2025-05-30 16:05:34,23,2.8,Sharjah,Jollibee,Deliveroo
ORD1543,CUST360,Paneer Butter Masala,Indian,3,21.41,2025-04-05 16:48:56,60,4.2,Abu Dhabi,Jollibee,Deliveroo
ORD1544,CUST748,Gulab Jamun,Desserts,1,27.09,2025-07-03 02:49:18,44,4.3,Dubai,Jollibee,Deliveroo
ORD1545,CUST476,Chocolate Cake,Desserts,1,28.56,2025-01-02 10:21:40,25,4.4,Dubai,Burger Hut,Deliveroo
ORD1546,CUST281,Chocolate Cake,Desserts,3,49.34,2025-02-08 13:31:30,35,4.1,Sharjah,Al Baik,NoonFood
ORD1547,CUST510,Fries,Fast Food,3,49.57,2025-05-05 05:39:43,58,3.1,Sharjah,Biryani Express,Talabat
ORD1548,CUST654,Chicken Biryani,Indian,4,45.48,2025-03-02 17:49:29,59,3.5,Abu Dhabi,Al Baik,Talabat
ORD1549,CUST147,Croissant,Bakery,4,28.2,2025-05-23 21:25:50,47,3.7,Abu Dhabi,Jollibee,Talabat
ORD1550,CUST629,Cheese Bread,Bakery,4,54.23,2025-04-21 01:03:28,31,3.6,Abu Dhabi,Jollibee,Talabat
ORD1551,CUST415,Butter Naan,Indian,4,20.67,2025-06-27 12:42:24,22,3.4,Dubai,Jollibee,Zomato
ORD1552,CUST875,Butter Naan,Indian,4,46.54,2025-04-18 03:05:04,40,3.0,Dubai,Eat & Drink,Talabat
ORD1553,CUST350,Gulab Jamun,Desserts,3,12.14,2025-05-29 05:04:01,36,5.0,Sharjah,Biryani Express,Zomato
ORD1554,CUST926,Spring Roll,Chinese,1,15.35,2025-01-23 18:41:03,39,2.9,Sharjah,Al Baik,Talabat
ORD1555,CUST776,Ice Cream,Desserts,5,33.62,2025-05-05 07:38:08,53,2.6,Abu Dhabi,Biryani Express,Zomato
ORD1556,CUST929,Hakka Noodles,Chinese,5,47.86,2025-06-22 09:08:03,56,4.3,Abu Dhabi,Al Baik,Deliveroo
ORD1557,CUST647,Chicken Biryani,Indian,2,20.73,2025-06-26 14:55:16,23,4.7,Abu Dhabi,Al Baik,Deliveroo
ORD1558,CUST803,Butter Naan,Indian,3,50.43,2025-04-07 02:54:03,22,2.7,Sharjah,Al Baik,Zomato
ORD1559,CUST915,Cheese Bread,Bakery,3,32.92,2025-01-04 00:47:19,31,2.9,Sharjah,Biryani Express,Zomato
ORD1560,CUST695,Manchurian,Chinese,4,37.35,2025-06-13 19:13:19,24,2.8,Abu Dhabi,Al Baik,Zomato
ORD1561,CUST997,Zinger Burger,Fast Food,5,30.34,2025-07-04 17:52:51,43,2.6,Sharjah,Jollibee,Zomato
ORD1562,CUST426,Croissant,Bakery,4,14.86,2025-03-01 02:35:01,56,3.8,Abu Dhabi,Burger Hut,Talabat
ORD1563,CUST392,Spring Roll,Chinese,5,44.54,2025-06-19 09:11:07,57,3.3,Sharjah,Biryani Express,NoonFood
ORD1564,CUST217,Gulab Jamun,Desserts,4,22.57,2025-05-20 01:36:15,55,2.9,Dubai,Eat & Drink,Deliveroo
ORD1565,CUST591,Hakka Noodles,Chinese,5,24.29,2025-06-14 00:27:38,56,3.5,Abu Dhabi,Jollibee,NoonFood
ORD1566,CUST212,Spring Roll,Chinese,4,40.81,2025-07-03 18:23:16,45,4.6,Dubai,Biryani Express,Zomato
ORD1567,CUST864,Donut,Bakery,5,47.07,2025-01-16 03:36:59,55,4.3,Abu Dhabi,Al Baik,Talabat
ORD1568,CUST582,Fries,Fast Food,4,22.83,2025-01-03 17:42:27,57,4.0,Dubai,Biryani Express,Talabat
ORD1569,CUST326,Gulab Jamun,Desserts,1,13.22,2025-02-27 17:24:23,29,4.2,Abu Dhabi,Burger Hut,Deliveroo
ORD1570,CUST308,Cheese Bread,Bakery,2,14.52,2025-04-22 18:49:36,20,4.6,Dubai,Eat & Drink,Zomato
ORD1571,CUST347,Butter Naan,Indian,2,24.66,2025-02-01 04:56:14,54,2.7,Abu Dhabi,Biryani Express,NoonFood
ORD1572,CUST631,Zinger Burger,Fast Food,3,52.13,2025-04-22 18:04:25,34,3.7,Dubai,Al Baik,Talabat
ORD1573,CUST566,Zinger Burger,Fast Food,2,18.67,2025-05-21 09:19:17,40,4.6,Sharjah,Eat & Drink,Zomato
ORD1574,CUST636,Donut,Bakery,1,13.32,2025-04-05 08:25:43,57,3.0,Abu Dhabi,Jollibee,NoonFood
ORD1575,CUST525,Cheese Bread,Bakery,2,47.97,2025-02-13 02:49:30,27,4.4,Abu Dhabi,Jollibee,Talabat
ORD1576,CUST748,Cheese Bread,Bakery,3,47.72,2025-01-03 11:21:37,23,2.7,Sharjah,Burger Hut,NoonFood
ORD1577,CUST709,Chocolate Cake,Desserts,4,39.88,2025-06-07 02:55:24,39,4.9,Sharjah,Burger Hut,Talabat
ORD1578,CUST290,Zinger Burger,Fast Food,5,58.09,2025-03-04 05:10:21,48,3.2,Dubai,Jollibee,Deliveroo
ORD1579,CUST394,Zinger Burger,Fast Food,4,15.37,2025-02-07 06:43:34,43,3.3,Sharjah,Eat & Drink,Deliveroo
ORD1580,CUST379,Chocolate Cake,Desserts,2,42.01,2025-05-26 21:46:41,24,4.7,Sharjah,Burger Hut,Zomato
ORD1581,CUST559,Cheese Bread,Bakery,5,53.7,2025-01-08 01:48:29,49,3.2,Dubai,Biryani Express,Talabat
ORD1582,CUST485,Chocolate Cake,Desserts,2,12.02,2025-05-11 08:18:17,44,4.6,Sharjah,Burger Hut,Talabat
ORD1583,CUST548,Manchurian,Chinese,4,52.15,2025-02-24 19:16:45,58,3.7,Sharjah,Eat & Drink,NoonFood
ORD1584,CUST698,Chocolate Cake,Desserts,2,31.75,2025-04-26 14:30:30,38,4.4,Sharjah,Jollibee,Deliveroo
ORD1585,CUST109,Paneer Butter Masala,Indian,3,57.47,2025-01-07 12:07:27,59,2.7,Dubai,Burger Hut,NoonFood
ORD1586,CUST441,Butter Naan,Indian,4,17.49,2025-01-01 08:01:38,20,4.6,Sharjah,Biryani Express,Talabat
ORD1587,CUST737,Gulab Jamun,Desserts,1,56.09,2025-04-23 09:27:54,54,3.1,Dubai,Al Baik,Zomato
ORD1588,CUST507,Chicken Biryani,Indian,5,10.07,2025-04-27 02:56:46,38,3.8,Dubai,Burger Hut,Zomato
ORD1589,CUST606,Zinger Burger,Fast Food,2,27.52,2025-05-28 23:26:48,59,3.9,Sharjah,Al Baik,Deliveroo
ORD1590,CUST748,Zinger Burger,Fast Food,5,40.83,2025-04-11 22:14:27,46,3.1,Dubai,Al Baik,NoonFood
ORD1591,CUST478,Chocolate Cake,Desserts,4,36.55,2025-04-09 00:46:56,59,3.5,Sharjah,Biryani Express,Talabat
ORD1592,CUST414,Hakka Noodles,Chinese,2,59.85,2025-06-23 04:00:23,42,3.0,Sharjah,Burger Hut,Deliveroo
ORD1593,CUST648,Manchurian,Chinese,1,47.74,2025-02-25 11:45:30,27,4.6,Abu Dhabi,Jollibee,Zomato
ORD1594,CUST394,Chicken Biryani,Indian,5,26.25,2025-01-26 07:11:56,60,3.5,Dubai,Burger Hut,Zomato
ORD1595,CUST465,Ice Cream,Desserts,3,26.6,2025-02-08 22:33:39,29,5.0,Sharjah,Al Baik,Zomato
ORD1596,CUST184,Manchurian,Chinese,5,45.35,2025-03-27 22:08:52,23,2.7,Dubai,Eat & Drink,Deliveroo
ORD1597,CUST126,Donut,Bakery,1,45.06,2025-06-09 23:30:49,33,5.0,Abu Dhabi,Eat & Drink,Zomato
ORD1598,CUST840,Butter Naan,Indian,5,28.56,2025-06-17 11:41:22,44,4.7,Abu Dhabi,Eat & Drink,Zomato
ORD1599,CUST701,Gulab Jamun,Desserts,2,12.84,2025-02-13 19:12:42,45,3.0,Abu Dhabi,Al Baik,NoonFood
ORD1600,CUST524,Spring Roll,Chinese,3,17.64,2025-02-25 21:45:35,59,3.1,Sharjah,Biryani Express,NoonFood
ORD1601,CUST515,Chocolate Cake,Desserts,5,28.55,2025-03-26 13:40:16,43,2.9,Abu Dhabi,Jollibee,NoonFood
ORD1602,CUST211,Chicken Biryani,Indian,4,32.08,2025-05-28 16:19:53,26,3.7,Abu Dhabi,Biryani Express,Talabat
ORD1603,CUST661,Cheese Bread,Bakery,3,44.42,2025-01-27 10:52:26,20,4.3,Sharjah,Burger Hut,NoonFood
ORD1604,CUST454,Hakka Noodles,Chinese,4,35.26,2025-05-05 11:15:02,51,4.4,Dubai,Eat & Drink,Zomato
ORD1605,CUST582,Donut,Bakery,1,24.38,2025-03-12 00:30:23,52,2.9,Sharjah,Al Baik,Deliveroo
ORD1606,CUST329,Butter Naan,Indian,3,15.11,2025-03-24 16:35:09,30,3.1,Dubai,Jollibee,Deliveroo
ORD1607,CUST449,Chicken Nuggets,Fast Food,2,34.5,2025-06-14 22:13:24,36,3.7,Dubai,Eat & Drink,Deliveroo
ORD1608,CUST368,Cheese Bread,Bakery,4,37.54,2025-05-06 16:40:22,43,4.9,Abu Dhabi,Al Baik,Zomato
ORD1609,CUST948,Ice Cream,Desserts,3,35.17,2025-01-03 16:36:55,35,2.9,Sharjah,Biryani Express,Deliveroo
ORD1610,CUST830,Hakka Noodles,Chinese,3,11.21,2025-01-26 04:57:48,31,2.6,Sharjah,Biryani Express,Zomato
ORD1611,CUST632,Paneer Butter Masala,Indian,4,58.38,2025-06-30 17:23:53,24,3.4,Dubai,Burger Hut,NoonFood
ORD1612,CUST606,Zinger Burger,Fast Food,3,29.27,2025-05-23 16:12:14,39,3.3,Sharjah,Biryani Express,Deliveroo
ORD1613,CUST257,Chocolate Cake,Desserts,3,13.6,2025-01-19 18:09:01,51,3.5,Dubai,Jollibee,NoonFood
ORD1614,CUST904,Chicken Biryani,Indian,4,58.3,2025-05-01 06:30:53,53,3.8,Sharjah,Eat & Drink,Deliveroo
ORD1615,CUST308,Donut,Bakery,4,17.37,2025-06-30 21:51:00,23,4.4,Abu Dhabi,Eat & Drink,Deliveroo
ORD1616,CUST390,Paneer Butter Masala,Indian,4,20.87,2025-05-15 17:42:06,46,2.5,Abu Dhabi,Biryani Express,Zomato
ORD1617,CUST634,Ice Cream,Desserts,1,19.84,2025-02-17 05:22:04,44,4.9,Sharjah,Eat & Drink,Deliveroo
ORD1618,CUST648,Paneer Butter Masala,Indian,2,20.99,2025-03-17 17:03:13,43,3.3,Dubai,Eat & Drink,Talabat
ORD1619,CUST558,Ice Cream,Desserts,3,50.48,2025-04-08 16:55:22,34,3.9,Sharjah,Al Baik,NoonFood
ORD1620,CUST904,Donut,Bakery,4,44.25,2025-03-01 05:01:08,34,2.5,Dubai,Eat & Drink,Talabat
ORD1621,CUST222,Chicken Biryani,Indian,2,52.25,2025-02-10 07:49:21,21,3.7,Abu Dhabi,Jollibee,NoonFood
ORD1622,CUST798,Chicken Biryani,Indian,5,52.47,2025-02-25 08:14:02,30,4.6,Sharjah,Biryani Express,NoonFood
ORD1623,CUST469,Zinger Burger,Fast Food,4,12.34,2025-01-01 02:46:40,39,2.6,Sharjah,Burger Hut,Talabat
ORD1624,CUST811,Chicken Biryani,Indian,4,18.46,2025-06-30 05:23:33,23,4.5,Abu Dhabi,Burger Hut,Deliveroo
ORD1625,CUST183,Manchurian,Chinese,4,15.77,2025-05-27 09:43:47,37,3.0,Sharjah,Biryani Express,Deliveroo
ORD1626,CUST124,Manchurian,Chinese,5,45.45,2025-01-11 16:19:48,24,3.3,Abu Dhabi,Jollibee,Talabat
ORD1627,CUST678,Chocolate Cake,Desserts,3,24.41,2025-06-18 06:47:33,27,3.1,Abu Dhabi,Jollibee,Zomato
ORD1628,CUST943,Chicken Biryani,Indian,1,50.43,2025-04-06 18:26:23,43,3.9,Dubai,Jollibee,Talabat
ORD1629,CUST945,Chocolate Cake,Desserts,5,27.59,2025-05-18 22:16:08,56,4.1,Abu Dhabi,Al Baik,Deliveroo
ORD1630,CUST525,Cheese Bread,Bakery,2,13.37,2025-06-27 15:14:34,40,2.5,Abu Dhabi,Biryani Express,Zomato
ORD1631,CUST144,Manchurian,Chinese,1,29.28,2025-05-06 18:05:57,22,4.4,Abu Dhabi,Biryani Express,Zomato
ORD1632,CUST352,Fries,Fast Food,5,38.73,2025-05-17 00:13:09,22,3.9,Dubai,Eat & Drink,Zomato
ORD1633,CUST518,Zinger Burger,Fast Food,4,20.46,2025-01-10 12:21:22,28,4.7,Abu Dhabi,Burger Hut,Zomato
ORD1634,CUST700,Zinger Burger,Fast Food,2,26.69,2025-03-19 08:39:45,21,4.1,Sharjah,Burger Hut,Zomato
ORD1635,CUST445,Chocolate Cake,Desserts,3,12.51,2025-01-09 22:35:34,51,4.7,Sharjah,Eat & Drink,Deliveroo
ORD1636,CUST347,Donut,Bakery,2,45.58,2025-05-04 13:13:33,42,3.3,Abu Dhabi,Burger Hut,Zomato
ORD1637,CUST305,Gulab Jamun,Desserts,3,42.44,2025-06-18 03:51:11,40,3.6,Abu Dhabi,Biryani Express,NoonFood
ORD1638,CUST804,Croissant,Bakery,1,18.32,2025-02-07 10:16:22,40,3.6,Abu Dhabi,Al Baik,NoonFood
ORD1639,CUST875,Spring Roll,Chinese,1,39.8,2025-01-11 08:17:33,45,3.4,Abu Dhabi,Biryani Express,Talabat
ORD1640,CUST652,Chicken Nuggets,Fast Food,4,42.65,2025-04-11 00:44:17,58,2.9,Dubai,Burger Hut,Talabat
ORD1641,CUST276,Cheese Bread,Bakery,5,32.01,2025-04-02 19:59:56,58,4.9,Abu Dhabi,Burger Hut,Zomato
ORD1642,CUST190,Zinger Burger,Fast Food,4,21.76,2025-05-30 07:45:55,48,2.8,Sharjah,Al Baik,NoonFood
ORD1643,CUST785,Chocolate Cake,Desserts,2,15.4,2025-06-05 22:58:20,44,4.0,Abu Dhabi,Burger Hut,Zomato
ORD1644,CUST473,Gulab Jamun,Desserts,1,31.78,2025-02-12 18:17:25,38,4.3,Abu Dhabi,Biryani Express,Talabat
ORD1645,CUST499,Hakka Noodles,Chinese,5,17.58,2025-04-20 18:12:32,57,4.4,Dubai,Jollibee,Deliveroo
ORD1646,CUST829,Chocolate Cake,Desserts,3,27.06,2025-01-02 14:24:19,51,4.3,Sharjah,Jollibee,Deliveroo
ORD1647,CUST722,Fries,Fast Food,3,44.64,2025-04-12 20:28:36,33,3.6,Abu Dhabi,Biryani Express,NoonFood
ORD1648,CUST783,Paneer Butter Masala,Indian,2,40.46,2025-06-04 08:56:13,51,3.6,Sharjah,Biryani Express,Talabat
ORD1649,CUST158,Cheese Bread,Bakery,2,11.37,2025-04-30 09:06:59,39,4.8,Sharjah,Al Baik,Zomato
ORD1650,CUST883,Paneer Butter Masala,Indian,3,43.13,2025-05-27 12:49:52,38,2.7,Dubai,Biryani Express,Deliveroo
ORD1651,CUST291,Hakka Noodles,Chinese,5,29.91,2025-02-07 19:59:41,35,3.7,Abu Dhabi,Biryani Express,Talabat
ORD1652,CUST720,Butter Naan,Indian,1,21.15,2025-04-24 13:23:04,41,3.5,Dubai,Eat & Drink,NoonFood
ORD1653,CUST523,Chicken Nuggets,Fast Food,5,33.7,2025-02-01 16:06:46,27,3.0,Sharjah,Eat & Drink,Talabat
ORD1654,CUST919,Butter Naan,Indian,3,32.58,2025-02-16 04:16:00,39,2.5,Sharjah,Eat & Drink,NoonFood
ORD1655,CUST752,Hakka Noodles,Chinese,2,26.64,2025-01-14 11:04:46,44,3.4,Dubai,Al Baik,Zomato
ORD1656,CUST869,Gulab Jamun,Desserts,1,46.77,2025-01-22 12:38:35,34,3.8,Dubai,Jollibee,Deliveroo
ORD1657,CUST318,Ice Cream,Desserts,4,10.93,2025-06-27 04:21:00,47,2.6,Sharjah,Al Baik,Deliveroo
ORD1658,CUST767,Chocolate Cake,Desserts,4,20.23,2025-06-20 07:02:41,28,3.4,Sharjah,Burger Hut,Deliveroo
ORD1659,CUST831,Chocolate Cake,Desserts,3,48.69,2025-01-06 02:34:17,54,3.2,Sharjah,Eat & Drink,Deliveroo
ORD1660,CUST896,Manchurian,Chinese,1,32.45,2025-07-03 22:40:37,53,3.3,Abu Dhabi,Al Baik,Deliveroo
ORD1661,CUST819,Gulab Jamun,Desserts,4,51.28,2025-06-29 19:57:04,22,3.8,Sharjah,Al Baik,Talabat
ORD1662,CUST553,Ice Cream,Desserts,4,56.97,2025-01-20 10:31:26,45,2.6,Abu Dhabi,Al Baik,NoonFood
ORD1663,CUST280,Hakka Noodles,Chinese,2,26.67,2025-02-18 00:24:23,24,3.3,Dubai,Eat & Drink,NoonFood
ORD1664,CUST782,Chicken Biryani,Indian,1,28.9,2025-04-24 12:24:17,24,5.0,Abu Dhabi,Jollibee,NoonFood
ORD1665,CUST991,Chicken Nuggets,Fast Food,1,11.97,2025-06-09 09:59:59,48,4.1,Abu Dhabi,Eat & Drink,Deliveroo
ORD1666,CUST558,Ice Cream,Desserts,1,44.0,2025-05-15 17:45:42,54,4.5,Abu Dhabi,Al Baik,Zomato
ORD1667,CUST993,Butter Naan,Indian,5,49.79,2025-03-27 12:03:16,29,3.8,Sharjah,Jollibee,NoonFood
ORD1668,CUST937,Chocolate Cake,Desserts,2,15.4,2025-02-02 13:52:26,45,4.2,Abu Dhabi,Eat & Drink,Talabat
ORD1669,CUST824,Spring Roll,Chinese,3,16.5,2025-04-21 04:58:40,46,4.4,Dubai,Burger Hut,Zomato
ORD1670,CUST562,Donut,Bakery,2,25.43,2025-05-09 08:04:48,43,3.7,Abu Dhabi,Jollibee,Deliveroo
ORD1671,CUST642,Chocolate Cake,Desserts,4,49.59,2025-06-21 19:26:02,45,4.6,Abu Dhabi,Burger Hut,NoonFood
ORD1672,CUST855,Fries,Fast Food,5,47.11,2025-01-07 05:43:25,50,2.9,Sharjah,Eat & Drink,NoonFood
ORD1673,CUST131,Chocolate Cake,Desserts,2,34.33,2025-01-13 13:05:20,34,4.1,Dubai,Burger Hut,Talabat
ORD1674,CUST117,Spring Roll,Chinese,4,48.89,2025-04-20 10:40:08,53,3.2,Abu Dhabi,Jollibee,Zomato
ORD1675,CUST710,Ice Cream,Desserts,2,55.07,2025-04-08 14:47:14,49,4.4,Abu Dhabi,Al Baik,NoonFood
ORD1676,CUST231,Croissant,Bakery,3,52.48,2025-01-11 14:59:37,30,4.0,Dubai,Eat & Drink,Deliveroo
ORD1677,CUST689,Donut,Bakery,2,16.9,2025-01-08 15:46:43,55,5.0,Sharjah,Burger Hut,Deliveroo
ORD1678,CUST659,Chicken Biryani,Indian,2,41.0,2025-04-03 19:31:27,31,4.6,Abu Dhabi,Al Baik,Talabat
ORD1679,CUST490,Manchurian,Chinese,2,52.68,2025-04-09 18:01:14,33,3.9,Abu Dhabi,Jollibee,Zomato
ORD1680,CUST711,Chicken Biryani,Indian,3,44.49,2025-01-12 02:16:22,58,3.9,Dubai,Al Baik,Talabat
ORD1681,CUST882,Hakka Noodles,Chinese,1,25.91,2025-04-24 06:50:30,25,4.5,Dubai,Jollibee,Talabat
ORD1682,CUST624,Spring Roll,Chinese,2,53.35,2025-02-24 18:41:07,53,4.3,Dubai,Al Baik,NoonFood
ORD1683,CUST293,Hakka Noodles,Chinese,1,41.54,2025-03-19 22:20:33,22,3.1,Abu Dhabi,Burger Hut,Deliveroo
ORD1684,CUST796,Manchurian,Chinese,2,24.88,2025-02-18 07:08:36,40,3.3,Dubai,Jollibee,Talabat
ORD1685,CUST240,Fries,Fast Food,4,53.64,2025-02-15 13:37:21,58,3.3,Dubai,Biryani Express,Talabat
ORD1686,CUST250,Butter Naan,Indian,5,16.96,2025-04-24 17:36:21,33,4.5,Dubai,Burger Hut,Deliveroo
ORD1687,CUST501,Donut,Bakery,2,39.84,2025-03-23 22:33:14,22,3.8,Abu Dhabi,Al Baik,Talabat
ORD1688,CUST354,Fries,Fast Food,4,38.23,2025-05-19 11:49:37,28,3.1,Dubai,Al Baik,Deliveroo
ORD1689,CUST610,Chicken Biryani,Indian,1,20.8,2025-06-18 05:22:25,60,4.2,Sharjah,Biryani Express,Deliveroo
ORD1690,CUST564,Cheese Bread,Bakery,3,19.47,2025-06-27 04:16:06,37,2.5,Abu Dhabi,Burger Hut,Deliveroo
ORD1691,CUST400,Butter Naan,Indian,3,54.09,2025-02-26 14:45:58,47,4.3,Sharjah,Jollibee,Talabat
ORD1692,CUST560,Manchurian,Chinese,5,10.18,2025-06-20 17:17:57,32,4.7,Sharjah,Al Baik,Deliveroo
ORD1693,CUST885,Gulab Jamun,Desserts,3,19.48,2025-02-10 01:01:53,56,3.6,Sharjah,Eat & Drink,NoonFood
ORD1694,CUST363,Butter Naan,Indian,1,52.48,2025-04-11 18:09:59,36,4.9,Abu Dhabi,Al Baik,NoonFood
ORD1695,CUST395,Manchurian,Chinese,3,11.37,2025-03-12 22:32:31,33,4.8,Dubai,Jollibee,Talabat
ORD1696,CUST701,Gulab Jamun,Desserts,5,45.24,2025-01-30 03:04:00,60,3.3,Dubai,Al Baik,Talabat
ORD1697,CUST293,Hakka Noodles,Chinese,5,50.14,2025-05-21 04:04:49,34,3.3,Sharjah,Jollibee,NoonFood
ORD1698,CUST809,Chocolate Cake,Desserts,2,51.42,2025-05-26 12:59:53,25,4.0,Abu Dhabi,Burger Hut,Talabat
ORD1699,CUST596,Paneer Butter Masala,Indian,2,21.56,2025-01-14 17:45:53,54,3.3,Dubai,Jollibee,Talabat
ORD1700,CUST767,Chocolate Cake,Desserts,4,10.86,2025-02-25 19:01:56,25,3.6,Sharjah,Eat & Drink,Deliveroo
ORD1701,CUST560,Butter Naan,Indian,2,10.9,2025-04-20 06:29:43,25,4.2,Sharjah,Biryani Express,Talabat
ORD1702,CUST760,Butter Naan,Indian,2,20.71,2025-01-02 17:01:48,29,3.3,Dubai,Eat & Drink,NoonFood
ORD1703,CUST808,Cheese Bread,Bakery,5,42.47,2025-01-01 00:54:43,55,4.9,Abu Dhabi,Biryani Express,NoonFood
ORD1704,CUST965,Gulab Jamun,Desserts,4,20.05,2025-06-26 00:43:46,59,2.9,Dubai,Biryani Express,Zomato
ORD1705,CUST675,Hakka Noodles,Chinese,4,11.63,2025-02-18 00:04:07,29,4.4,Sharjah,Eat & Drink,Talabat
ORD1706,CUST191,Manchurian,Chinese,3,45.48,2025-02-27 09:10:06,20,4.5,Dubai,Eat & Drink,Talabat
ORD1707,CUST528,Ice Cream,Desserts,5,53.62,2025-05-21 20:32:02,51,3.4,Sharjah,Jollibee,Talabat
ORD1708,CUST194,Ice Cream,Desserts,2,35.72,2025-02-01 03:49:27,25,4.6,Sharjah,Biryani Express,NoonFood
ORD1709,CUST842,Spring Roll,Chinese,3,52.31,2025-05-27 02:44:06,54,3.4,Abu Dhabi,Jollibee,Talabat
ORD1710,CUST166,Zinger Burger,Fast Food,4,21.98,2025-01-09 11:02:50,49,3.1,Sharjah,Al Baik,Deliveroo
